"Date","Samsung","Nokia","Unknown","Xiaomi","Micromax","Oppo","Lenovo","Mobicel","Motorola","Apple","Sony","BBK","HTC","Huawei","Realme","Vivo","Asus","Gionee","OnePlus","LG","Lava","Lyf","Spice","Google","Coolpad","Panasonic","LeEco","Reliance Digital","Tecno","Itel","RIM","Intex","Alcatel","Infinix","InFocus","Karbonn","Yu","Xolo","ZTE","Comio","Mobiistar","HP","Opp","Infinex","QMobile","Meizu","Other"
2017-09,24.83,5.02,13.73,9.96,5.72,5.94,6.46,2.68,3.74,3.12,1.12,3.92,1.36,0.99,0,0,1.17,1.71,0.55,0.43,0.92,1.61,0.13,0.18,0.84,0.71,0.58,0.53,0.02,0.32,0.07,0.4,0.06,0.02,0.22,0.21,0.21,0.26,0.04,0,0,0.01,0,0,0,0.02,0.18
2017-10,25.09,4.84,13.32,10.75,5.31,5.97,6.26,3.03,3.87,3.49,1.06,3.64,1.27,1,0,0,1.12,1.62,0.71,0.43,0.87,1.43,0.14,0.17,0.8,0.66,0.55,0.48,0.06,0.33,0.06,0.4,0.05,0.07,0.23,0.24,0.21,0.23,0.04,0,0,0.01,0,0,0,0.02,0.17
2017-11,24.77,4.3,13.52,11.34,5.09,5.95,6.37,3.33,4.14,3.32,1.05,3.44,1.23,1.07,0,0,1.17,1.56,0.69,0.45,0.87,1.33,0.13,0.16,0.82,0.67,0.54,0.46,0.08,0.33,0.06,0.42,0.05,0.1,0.24,0.27,0.19,0.23,0.05,0,0,0.01,0,0,0,0.02,0.18
2017-12,24.71,4.49,13.9,11.33,5.09,5.67,6.37,3.47,4.21,3.17,1.06,3.31,1.23,1.09,0,0,1.18,1.5,0.54,0.46,0.9,1.24,0.13,0.16,0.83,0.67,0.53,0.43,0.12,0.35,0.06,0.43,0.05,0.12,0.25,0.29,0.18,0.22,0.05,0,0,0.01,0,0,0,0.02,0.19
2018-01,24.54,4.68,14.06,11.46,5.1,5.76,6.08,3.76,4.16,3.07,1.04,3.24,1.19,1.1,0,0,1.14,1.55,0.42,0.46,0.91,1.19,0.13,0.16,0.78,0.67,0.51,0.42,0.14,0.38,0.06,0.43,0.05,0.13,0.24,0.31,0.18,0.22,0.05,0,0,0.01,0,0,0,0.02,0.2
2018-02,24.67,3.78,13.54,12.58,4.73,5.79,6.19,4.11,4.33,3.14,0.96,3.22,1.16,1.16,0,0,1.15,1.58,0.36,0.47,0.88,1.16,0.12,0.17,0.8,0.66,0.55,0.38,0.14,0.37,0.05,0.42,0.04,0.14,0.23,0.28,0.18,0.22,0.05,0,0,0.01,0,0,0,0.02,0.18
2018-03,24.85,3.43,15.07,12.3,4.62,5.62,5.89,4.16,4.15,3.34,0.89,3.09,1.13,1.1,0,0,1.04,1.57,0.36,0.47,0.84,1.14,0.12,0.17,0.81,0.64,0.52,0.36,0.15,0.39,0.05,0.43,0.05,0.13,0.2,0.29,0.18,0.22,0.05,0,0,0.01,0,0,0,0.02,0.18
2018-04,24.64,3.53,13.75,14.47,4.47,6.24,5.34,4.42,3.79,2.81,0.8,3.03,1.03,1.39,0,0,0.93,1.55,0.33,0.45,0.85,1.06,0.13,0.15,0.65,0.65,0.47,0.33,0.29,0.48,0.04,0.45,0.04,0.15,0.22,0.3,0.17,0.21,0.04,0.09,0,0.01,0,0,0.04,0.02,0.16
2018-05,24.1,2.73,11.65,16.55,4.16,6.62,5.37,4.91,3.87,2.65,0.76,3.04,0.96,1.74,0,0,0.96,1.59,0.33,0.43,1.1,1.01,0.12,0.14,0.67,0.66,0.47,0.31,0.38,0.6,0.03,0.46,0.04,0.19,0.27,0.31,0.16,0.21,0.05,0.15,0,0.01,0,0,0.06,0.02,0.17
2018-06,23.84,2.54,10.58,17.9,3.69,6.78,5.25,5.3,3.92,2.9,0.73,2.88,0.93,1.97,0,0,1,1.5,0.31,0.43,1.28,0.91,0.11,0.14,0.64,0.62,0.46,0.27,0.4,0.67,0.04,0.4,0.04,0.21,0.28,0.3,0.15,0.19,0.05,0.15,0,0.01,0,0,0.06,0.02,0.18
2018-07,23.81,2.34,9.76,19.18,3.3,7.07,5.03,5.83,3.82,2.87,0.69,2.84,0.86,2.08,0,0,1.01,1.45,0.33,0.42,1.28,0.85,0.1,0.13,0.59,0.6,0.44,0.25,0.41,0.66,0.03,0.37,0.03,0.21,0.27,0.28,0.15,0.18,0.05,0.16,0,0.01,0,0,0.06,0.02,0.16
2018-08,23.58,2.14,10.06,20.2,2.86,7.28,4.54,6.27,3.57,3.08,0.6,2.79,0.77,2.09,0,0,1.01,1.37,0.62,0.38,1.17,0.82,0.09,0.13,0.53,0.55,0.42,0.24,0.43,0.59,0.03,0.32,0.03,0.2,0.25,0.25,0.14,0.16,0.04,0.16,0,0.01,0,0,0.06,0.02,0.15
2018-09,24.27,2.01,8.11,20.44,2.74,7.79,4.53,6.69,3.58,2.96,0.57,2.74,0.74,2.48,0,0,1.08,1.33,0.89,0.39,1.17,0.78,0.09,0.12,0.53,0.53,0.41,0.23,0.41,0.57,0.03,0.33,0.03,0.22,0.25,0.23,0.14,0.15,0.04,0.15,0,0.01,0,0,0.06,0.02,0.16
2018-10,24.04,2.14,8.83,20.39,2.79,7.51,4.38,7.04,3.6,2.97,0.53,2.58,0.68,2.48,0,0,1.09,1.24,0.92,0.38,1.18,0.71,0.1,0.12,0.49,0.5,0.37,0.22,0.4,0.6,0.02,0.33,0.03,0.21,0.24,0.23,0.12,0.14,0.04,0.16,0,0.01,0,0,0.06,0.01,0.15
2018-11,24.02,2.08,9.05,20.5,2.76,7.88,4.2,8.21,3.41,2.91,0.43,2.28,0.61,2.23,0,0,0.97,1.14,0.67,0.35,1.27,0.64,0.11,0.11,0.44,0.46,0.27,0.2,0.44,0.65,0.02,0.33,0.03,0.19,0.21,0.24,0.11,0.13,0.03,0.17,0.01,0.01,0,0,0.05,0.01,0.13
2018-12,24.16,2.07,7.76,21.9,2.59,8.92,4,8.14,3.3,2.64,0.37,1.96,0.55,2.41,0,0,1.06,1.02,1.05,0.33,1.21,0.55,0.11,0.11,0.4,0.42,0.23,0.18,0.44,0.59,0.02,0.29,0.02,0.18,0.18,0.22,0.09,0.12,0.03,0.15,0.03,0,0,0,0.05,0.01,0.11
2019-01,24.44,2.14,8.53,21.43,2.53,9.07,3.69,8.42,3.08,2.74,0.34,1.85,0.52,2.32,0,0,0.99,0.96,1.09,0.31,1.23,0.5,0.11,0.11,0.36,0.39,0.2,0.17,0.45,0.6,0.02,0.28,0.02,0.17,0.16,0.21,0.09,0.11,0.02,0.16,0.04,0,0,0,0.05,0.01,0.1
2019-02,24.18,2.2,8.21,21.78,2.38,9.27,3.63,8.77,3.08,2.81,0.33,1.78,0.51,2.39,0,0,0.99,0.93,1.13,0.3,1.2,0.47,0.11,0.11,0.34,0.38,0.19,0.15,0.43,0.56,0.02,0.26,0.02,0.16,0.15,0.2,0.09,0.1,0.02,0.16,0.05,0.01,0,0,0.05,0.01,0.1
2019-03,23.86,2.21,7.24,21.78,2.19,9.65,3.49,8.18,3.11,2.81,0.41,2.15,0.49,2.74,0.11,0,1.34,1.03,1.32,0.31,1.21,0.52,0.1,0.12,0.35,0.41,0.28,0.16,0.42,0.53,0.02,0.25,0.02,0.2,0.18,0.18,0.1,0.1,0.03,0.15,0.08,0.01,0,0,0.07,0.01,0.12
2019-04,23.61,2.16,7.63,21.83,2.1,9.62,3.4,8.33,3.09,2.83,0.39,2.09,0.46,2.76,0.13,0,1.4,0.98,1.46,0.32,1.2,0.48,0.1,0.12,0.33,0.39,0.27,0.14,0.41,0.53,0.02,0.23,0.02,0.19,0.16,0.17,0.09,0.09,0.03,0.14,0.09,0.01,0,0,0.06,0.01,0.11
2019-05,22.81,2.11,8.45,22.34,1.96,9.64,3.2,8.75,3,2.75,0.35,2,0.42,2.73,0.16,0,1.44,0.94,1.48,0.3,1.14,0.45,0.09,0.16,0.31,0.37,0.26,0.13,0.4,0.5,0.02,0.21,0.02,0.19,0.16,0.16,0.09,0.09,0.02,0.13,0.1,0.01,0,0,0.06,0.01,0.1
2019-06,22.36,2.06,9.33,22.19,1.87,9.61,3.07,9.21,2.93,2.71,0.32,1.95,0.37,2.73,0.18,0,1.47,0.91,1.42,0.28,1.14,0.42,0.08,0.12,0.29,0.36,0.24,0.13,0.41,0.5,0.01,0.2,0.02,0.2,0.15,0.15,0.09,0.09,0.02,0.13,0.11,0.01,0,0,0.06,0.01,0.1
2019-07,22.16,2.03,10.23,21.85,1.69,9.59,2.91,9.9,2.84,2.65,0.29,1.88,0.34,2.72,0.19,0,1.44,0.85,1.36,0.26,1.09,0.39,0.08,0.12,0.27,0.34,0.23,0.11,0.42,0.49,0.01,0.19,0.02,0.19,0.15,0.14,0.09,0.08,0.02,0.13,0.12,0.01,0,0,0.06,0.01,0.09
2019-08,23.51,1.92,6.12,23.29,1.54,9.8,2.7,10.39,2.67,2.65,0.27,1.79,0.31,2.72,1.1,0,1.38,0.78,1.37,0.24,1.05,0.34,0.08,0.12,0.25,0.31,0.21,0.1,0.61,0.49,0.01,0.19,0.01,0.18,0.13,0.13,0.08,0.07,0.02,0.11,0.2,0.01,0.57,0,0.05,0.01,0.12
2019-09,23.71,1.89,4.13,24.05,1.44,9.81,2.56,10.71,2.62,2.62,0.24,1.74,0.29,2.83,1.94,0,1.35,0.74,1.6,0.24,1,0.31,0.07,0.11,0.24,0.28,0.2,0.09,0.63,0.51,0.01,0.18,0.01,0.2,0.13,0.11,0.07,0.07,0.02,0.11,0.2,0.01,0.77,0,0.05,0.01,0.12
2019-10,22.65,1.89,4.86,24.34,1.41,9.8,2.35,11.34,2.42,2.28,0.22,1.55,0.26,2.74,2.45,0,1.25,0.67,1.74,0.23,1.03,0.28,0.07,0.12,0.23,0.26,0.18,0.07,0.63,0.54,0.01,0.16,0.01,0.21,0.12,0.1,0.07,0.06,0.02,0.1,0.21,0.01,0.92,0,0.05,0.01,0.11
2019-11,21.82,1.85,5.17,24.12,1.17,10.56,2.21,11.98,2.34,2.5,0.2,1.45,0.24,2.71,3.31,0,1.23,0.61,1.79,0.22,0.88,0.24,0.06,0.12,0.19,0.23,0.17,0.06,0.67,0.52,0.01,0.14,0.01,0.2,0.1,0.09,0.06,0.05,0.02,0.09,0.19,0,0.18,0.06,0.05,0.01,0.12
2019-12,21.82,1.83,4.2,24.27,1,10.98,2.11,12.33,2.33,2.61,0.19,1.36,0.21,2.69,3.87,0,1.27,0.58,1.93,0.22,0.77,0.22,0.05,0.11,0.18,0.21,0.16,0.05,0.7,0.49,0.01,0.13,0.01,0.29,0.1,0.08,0.06,0.05,0.01,0.08,0.17,0,0,0.08,0.05,0.02,0.12
2020-01,21.38,1.82,2.52,25.42,0.92,11.19,2.07,12.4,2.35,2.86,0.19,1.3,0.2,2.72,4.34,0,1.27,0.53,2.25,0.22,0.68,0.2,0.04,0.13,0.17,0.2,0.15,0.05,0.74,0.44,0.01,0.11,0.01,0.39,0.09,0.07,0.05,0.04,0.01,0.07,0.14,0,0,0.07,0.05,0.03,0.11
2020-02,20.95,1.75,2.81,25.5,0.86,10.96,2,12.4,2.32,3.12,0.18,1.21,0.19,2.69,4.69,0,1.28,0.5,2.5,0.22,0.62,0.18,0.04,0.14,0.15,0.18,0.15,0.04,0.72,0.42,0.01,0.1,0.01,0.41,0.08,0.06,0.05,0.04,0.01,0.07,0.13,0,0,0.07,0.05,0.03,0.12
2020-03,20.79,1.6,3.51,25.33,0.86,10.95,1.9,12.39,2.22,3.18,0.18,1.2,0.18,2.58,4.8,0,1.22,0.48,2.56,0.22,0.62,0.17,0.04,0.13,0.14,0.18,0.14,0.05,0.76,0.44,0.01,0.1,0.01,0.41,0.08,0.06,0.04,0.04,0.01,0.06,0.13,0,0,0.06,0.04,0.03,0.12
2020-04,21.09,1.69,2.03,25.65,0.76,11.09,1.97,12.67,2.32,3.35,0.19,1.17,0.19,2.72,4.81,0,1.28,0.44,2.81,0.22,0.56,0.15,0.03,0.14,0.14,0.17,0.13,0.04,0.69,0.37,0.01,0.08,0.01,0.41,0.08,0.05,0.04,0.03,0.01,0.05,0.1,0,0,0.06,0.04,0.03,0.12
2020-05,20.9,1.67,2.49,25.91,0.73,11.1,2.03,12.5,2.28,3.53,0.17,1.16,0.17,2.55,4.83,0,1.23,0.44,2.69,0.22,0.54,0.15,0.03,0.14,0.12,0.16,0.13,0.04,0.67,0.35,0.01,0.08,0.01,0.4,0.07,0.04,0.04,0.03,0.01,0.05,0.1,0.01,0,0.06,0.04,0.03,0.11
2020-06,21.13,1.66,2.02,26.02,0.73,11.16,2.02,12.89,2.19,3.54,0.16,1.13,0.17,2.48,4.87,0,1.19,0.43,2.63,0.22,0.52,0.14,0.03,0.14,0.11,0.16,0.12,0.04,0.68,0.35,0.01,0.07,0.01,0.4,0.06,0.04,0.04,0.03,0.01,0.05,0.1,0.01,0,0.05,0.04,0.03,0.11
2020-07,20.68,1.6,1.92,26.1,0.71,11.33,1.92,13.74,2.12,3.35,0.14,1.08,0.15,2.51,4.98,0,1.16,0.39,2.49,0.21,0.51,0.14,0.03,0.19,0.11,0.14,0.12,0.03,0.73,0.37,0.01,0.06,0.01,0.4,0.06,0.04,0.04,0.03,0.01,0.04,0.1,0.01,0,0.06,0.04,0.03,0.1
2020-08,20.83,1.55,1.87,26.31,0.67,11.34,1.85,13.75,2.05,3.3,0.13,1.03,0.14,2.4,5.28,0,1.12,0.36,2.56,0.19,0.47,0.13,0.03,0.19,0.1,0.14,0.11,0.03,0.71,0.37,0.01,0.06,0.01,0.4,0.05,0.03,0.04,0.03,0.01,0.04,0.09,0.01,0,0.06,0.04,0.03,0.1
2020-09,21.5,1.5,1.4,26.42,0.6,11.16,1.74,13.29,2.01,3.24,0.12,0.96,0.13,2.31,5.98,0,1.07,0.32,2.79,0.18,0.42,0.12,0.03,0.17,0.09,0.12,0.11,0.03,0.78,0.4,0,0.05,0.01,0.49,0.05,0.03,0.03,0.03,0.01,0.04,0.08,0.01,0,0.06,0.03,0.02,0.09
2020-10,21.34,1.46,2.45,27.9,0.58,11.19,1.7,10.17,1.98,3.19,0.12,0.92,0.12,2.26,6.83,0.04,1.08,0.32,2.83,0.19,0.41,0.11,0.02,0.16,0.09,0.12,0.1,0.03,0.8,0.4,0,0.05,0.01,0.55,0.05,0.03,0.03,0.02,0.01,0.04,0.08,0.01,0,0.05,0.03,0.02,0.09
2020-11,23.06,1.5,6.5,30.11,0.6,11.42,1.68,0,2.02,3.34,0.12,0.82,0.12,2.32,8.1,0.16,1.09,0.32,2.92,0.22,0.43,0.1,0.02,0.17,0.08,0.12,0.1,0.03,0.89,0.43,0,0.05,0.01,0.68,0.05,0.03,0.03,0.02,0.01,0.04,0.09,0.01,0,0.06,0.03,0.02,0.09
2020-12,20.1,1.25,1.55,27.23,0.51,11,1.37,0,1.69,2.69,0.09,0.7,0.09,1.97,8.66,13.62,0.91,0.26,2.46,0.19,0.44,0.09,0.02,0.14,0.07,0.1,0.08,0.02,1.13,0.41,0,0.04,0.01,0.64,0.04,0.02,0.03,0.01,0.01,0.03,0.07,0,0,0.13,0.03,0.02,0.07
2021-01,19.8,1.2,1.39,27.1,0.48,11.16,1.29,0,1.63,2.73,0.09,0.68,0.09,1.91,8.91,14.04,0.87,0.24,2.51,0.19,0.5,0.07,0.02,0.14,0.06,0.09,0.07,0.02,1.17,0.4,0,0.04,0,0.65,0.04,0.02,0.03,0.01,0.01,0.03,0.07,0,0,0.16,0.03,0.01,0.07
2021-02,19.38,1.15,1.75,27.39,0.46,11.19,1.18,0,1.57,2.74,0.08,0.66,0.08,1.86,9.26,13.96,0.84,0.23,2.42,0.18,0.49,0.07,0.02,0.13,0.06,0.09,0.07,0.02,1.12,0.37,0,0.04,0,0.65,0.03,0.02,0.02,0.01,0.01,0.03,0.06,0,0,0.17,0.03,0.01,0.07
2021-03,19.4,1.13,1.98,27.25,0.46,11.16,1.13,0,1.54,2.85,0.08,0.65,0.08,1.8,9.17,14.05,0.79,0.22,2.45,0.18,0.5,0.07,0.02,0.13,0.06,0.09,0.07,0.02,1.14,0.39,0,0.04,0,0.62,0.03,0.02,0.02,0.01,0.01,0.03,0.07,0,0,0.18,0.03,0.01,0.07
2021-04,19.64,1.12,2.38,26.84,0.45,11.07,1.15,0,1.54,2.97,0.08,0.65,0.08,1.75,8.98,14.01,0.77,0.21,2.59,0.18,0.5,0.07,0.02,0.13,0.05,0.08,0.06,0.02,1.13,0.38,0,0.04,0.01,0.58,0.03,0.02,0.02,0.01,0.01,0.03,0.06,0,0,0.18,0.02,0.01,0.07
2021-05,19.72,1.09,2.58,26.51,0.4,11.18,1.13,0,1.51,3.02,0.08,0.62,0.08,1.72,8.96,14.2,0.74,0.19,2.67,0.18,0.48,0.06,0.02,0.13,0.05,0.07,0.06,0.02,1.11,0.36,0,0.03,0.01,0.57,0.03,0.02,0.02,0.01,0.01,0.02,0.06,0,0,0.18,0.02,0.01,0.07
2021-06,19.54,1.06,2.65,26.78,0.38,11.17,1.1,0,1.5,3.01,0.08,0.6,0.08,1.72,9.18,14.12,0.71,0.18,2.65,0.17,0.46,0.06,0.01,0.13,0.04,0.07,0.06,0.02,1.09,0.35,0,0.03,0.01,0.57,0.03,0.01,0.02,0.01,0.01,0.02,0.06,0,0,0.19,0.02,0.01,0.06
2021-07,19,1.02,2.78,27.28,0.33,11.18,1.05,0,1.48,3,0.07,0.57,0.07,1.65,9.62,14.06,0.68,0.17,2.55,0.17,0.42,0.05,0.01,0.13,0.04,0.06,0.06,0.01,1.11,0.36,0,0.02,0,0.6,0.02,0.01,0.02,0.01,0.01,0.02,0.05,0,0,0.19,0.02,0.01,0.06
2021-08,18.24,0.94,1.6,27.63,0.28,11.46,0.94,0,1.4,2.95,0.06,0.5,0.06,1.5,10.35,14.93,0.63,0.17,2.71,0.17,0.37,0.04,0.01,0.12,0.03,0.05,0.05,0.01,1.16,0.47,0,0.02,0,0.78,0.02,0.01,0.02,0.01,0,0.01,0.04,0,0,0.16,0.02,0.01,0.05
2021-09,18.07,0.91,1.6,27.62,0.26,11.71,0.89,0,1.37,3.06,0.06,0.47,0.05,1.46,10.41,14.95,0.59,0.16,2.7,0.17,0.36,0.04,0.01,0.12,0.03,0.05,0.04,0.01,1.16,0.46,0,0.02,0,0.83,0.02,0.01,0.01,0.01,0,0.01,0.04,0,0,0.16,0.02,0.01,0.06
2021-10,17.48,0.86,1.35,27.77,0.24,11.49,0.81,0,1.35,3.16,0.05,0.43,0.05,1.37,12.14,14.51,0.56,0.14,2.67,0.16,0.34,0.03,0.01,0.13,0.03,0.04,0.04,0.01,1.12,0.43,0,0.02,0,0.88,0.01,0.01,0.01,0,0,0.01,0.03,0,0,0.16,0.01,0.01,0.05
